Feature_Combination,Num_Features,LogLik_Original_Copula,LogLik_Refit_Copula,LogLik_Drop_Original,LogLik_Drop_Refit,LogLik_Drop_vs_OriginalCombo
steps_times_distance+steps+weight+distance,4,-0.6609517884999934,0.5513316620664488,3.7395397940236306,3.650350647715772,-0.08918914630785846
steps_times_distance+resting_heart+steps+distance,4,-0.6462974390605953,0.5834395414731786,3.724885444584233,3.6182427683090426,-0.10664267627519042
steps_times_distance+steps+age+distance,4,-0.6458291415243227,0.5426106772299558,3.7244171470479603,3.659071632552265,-0.06534551449569515
steps_times_distance+steps+distance,3,-0.6442179118953808,0.5055747845306453,3.7228059174190182,3.696107525251576,-0.026698392167442186
steps_times_distance+height+steps+distance,4,-0.642281818026627,0.5069812362038187,3.7208698235502644,3.6947010735784023,-0.026168749971862137
steps_times_distance+entropy_steps+steps+distance,4,-0.6410259174410395,0.6035404791282553,3.719613922964677,3.598141830653966,-0.12147209231071088
entropy_heart+steps_times_distance+steps+distance,4,-0.6403252912794621,0.6756738712821437,3.7189132968030996,3.526008438500077,-0.1929048583030224
sd_norm_heart+steps_times_distance+steps+distance,4,-0.6362696678056139,0.715572098669148,3.7148576733292513,3.4861102111130733,-0.22874746221617803
steps_times_distance+heart_rate+steps+distance,4,-0.6333460522698557,0.5862417271578517,3.711934057793493,3.6154405826243696,-0.09649347516912332
norm_heart+steps_times_distance+steps+distance,4,-0.5996192882797708,0.6638067324539855,3.6782072938034083,3.5378755773282355,-0.14033171647517273
intensity_karvonen+steps_times_distance+steps+distance,4,-0.5930576478957421,0.6801497699329405,3.6716456534193798,3.5215325398492805,-0.15011311357009927
steps_times_distance+steps+calories+distance,4,-0.48609817196190686,0.6883247154913859,3.5646861774855445,3.5133575942908353,-0.05132858319470923
steps_times_distance+steps+age+calories,4,-0.09255295261050617,0.3340558401026317,3.1711409581341434,3.8676264696795895,0.696485511545446
steps_times_distance+steps+calories,3,-0.06542941012262193,0.2939703439318885,3.1440174156462595,3.9077119658503325,0.7636945502040731
steps_times_distance+resting_heart+steps+calories,4,-0.06338704740930906,0.36543801721687175,3.1419750529329464,3.8362442925653495,0.6942692396324031
steps_times_distance+height+steps+calories,4,-0.061944904060264205,0.2987231248519351,3.140532909583902,3.9029591849302863,0.7624262753463844
entropy_heart+steps_times_distance+steps+calories,4,-0.060009987538868215,0.4570747342336553,3.138597993062506,3.744607575548566,0.6060095824860601
steps_times_distance+steps+weight+calories,4,-0.05571100798062423,0.3380686329465362,3.1342990135042617,3.863613676835685,0.7293146633314231
intensity_karvonen+steps_times_distance+steps+age,4,-0.05495916394201712,0.3192093235213565,3.1335471694656545,3.8824729862608645,0.74892581679521
intensity_karvonen+steps_times_distance+height+steps,4,-0.053220292936113134,0.2866979679946253,3.1318082984597506,3.914984341787596,0.7831760433278454
steps_times_distance+heart_rate+height+steps,4,-0.05264252532831443,0.23493395077541585,3.1312305308519517,3.966748359006805,0.8355178281548534
steps_times_distance+entropy_steps+steps+calories,4,-0.051345604768065156,0.3924114324691709,3.129933610291703,3.8092708773130504,0.6793372670213476
intensity_karvonen+steps_times_distance+steps,3,-0.051095283025302404,0.2816944703912198,3.12968328854894,3.9199878393910015,0.7903045508420616
intensity_karvonen+steps_times_distance+resting_heart+steps,4,-0.050209241818196734,0.37313463776562805,3.128797247341834,3.828547672016593,0.6997504246747588
steps_times_distance+heart_rate+steps,3,-0.04815795160914414,0.22816399179641006,3.1267459571327816,3.973518317985811,0.8467723608530293
steps_times_distance+heart_rate+steps+age,4,-0.0472979849351883,0.26565805530209824,3.125885990458826,3.936024254480123,0.8101382640212971
intensity_karvonen+steps_times_distance+steps+weight,4,-0.04512452217579377,0.325357349152072,3.123712527699431,3.876324960630149,0.752612432930718
norm_heart+steps_times_distance+steps+calories,4,-0.04505766521916854,0.4250472331652375,3.123645670742806,3.7766350766169836,0.6529894058741776
norm_heart+steps_times_distance+steps,3,-0.04438041157240975,0.26494911031946866,3.1229684170960472,3.9367331994627524,0.8137647823667051
norm_heart+steps_times_distance+height+steps,4,-0.04430037389150529,0.2683492073113977,3.1228883794151425,3.9333331024708236,0.810444723055681
norm_heart+steps_times_distance+steps+age,4,-0.04384257032887923,0.30196925508404326,3.122430575852517,3.8997130546981777,0.7772824788456609
entropy_heart+steps_times_distance+heart_rate+steps,4,-0.04353073564500645,0.3976953341486746,3.1221187411686437,3.8039869756335465,0.6818682344649027
steps_times_distance+entropy_steps+heart_rate+steps,4,-0.04236399906470459,0.3147272457865564,3.120952004588342,3.8869550639956647,0.7660030594073226
steps_times_distance+heart_rate+steps+weight,4,-0.04212507580804306,0.272599536583307,3.1207130813316803,3.929082773198914,0.8083696918672336
entropy_heart+intensity_karvonen+steps_times_distance+steps,4,-0.04140624836736112,0.4435554936995504,3.1199942538909986,3.7581268160826706,0.638132562191672
intensity_karvonen+steps_times_distance+steps+calories,4,-0.040254940592949096,0.4458176065830014,3.1188429461165867,3.7558647031992196,0.6370217570826329
norm_heart+steps_times_distance+steps+weight,4,-0.038213699416455416,0.3080028374793679,3.1168017049400927,3.8936794723028534,0.7768777673627607
intensity_karvonen+steps_times_distance+entropy_steps+steps,4,-0.03627715748340421,0.39233629463234065,3.1148651630070416,3.8093460151498806,0.694480852142839
steps_times_distance+heart_rate+steps+calories,4,-0.03605051932264264,0.376805102514835,3.11463852484628,3.8248772072673862,0.7102386824211062
entropy_heart+norm_heart+steps_times_distance+steps,4,-0.0338963405379549,0.4274834769004705,3.1124843460615925,3.7741988328817504,0.6617144868201579
norm_heart+steps_times_distance+resting_heart+steps,4,-0.030705607211851615,0.3868298592737068,3.109293612735489,3.814852450508514,0.7055588377730251
steps_times_distance+resting_heart+steps,3,-0.02973963164037187,0.21865652663615032,3.108327637164009,3.9830257831460707,0.8746981459820615
steps_times_distance+resting_heart+steps+age,4,-0.028956484525154133,0.2570341043871741,3.1075444900487916,3.944648205395047,0.8371037153462555
steps_times_distance+steps,2,-0.028151336701560968,0.1516481244923911,3.1067393422251985,4.05003418528983,0.9432948430646313
norm_heart+steps_times_distance+entropy_steps+steps,4,-0.02747336914804893,0.38433803777992753,3.1060613746716865,3.8173442720022934,0.7112828973306069
steps_times_distance+steps+age,3,-0.027343642996322345,0.18866748332869612,3.10593164851996,4.013014826453525,0.9070831779335653
steps_times_distance+height+resting_heart+steps,4,-0.027174323604900047,0.21975717094716538,3.1057623291285377,3.981925138835056,0.8761628097065182
steps_times_distance+entropy_steps+steps,3,-0.025346031066298354,0.23663304632947635,3.1039340365899357,3.9650492634527446,0.8611152268628088
steps+age+calories,3,-0.024927845034286508,0.023797278591394282,3.103515850557924,4.177885031190827,1.0743691806329028
steps_times_distance+height+steps,3,-0.024760517335569686,0.1527136077942739,3.103348522859207,4.048968701987947,0.9456201791287402
entropy_heart+steps_times_distance+steps,3,-0.02348993825003473,0.31350796114379503,3.102077943773672,3.888174348638426,0.7860964048647539
entropy_heart+steps_times_distance+steps+age,4,-0.023427187900490226,0.3507670434612432,3.1020151934241276,3.850915266320978,0.7489000728968502
steps_times_distance+entropy_steps+steps+age,4,-0.02288945008809893,0.27418724403101347,3.1014774556117364,3.9274950657512075,0.8260176101394712
steps_times_distance+steps+weight,3,-0.02200956024382747,0.19389704843274114,3.100597565767465,4.00778526134948,0.9071876955820151
resting_heart+steps+age+calories,4,-0.021685470126819692,0.08400502957532802,3.1002734756504573,4.117677280206893,1.0174038045564355
steps_times_distance+resting_heart+steps+weight,4,-0.0216666923796745,0.2609287066776639,3.100254697903312,3.9407536031045574,0.8404989052012453
sd_norm_heart+steps_times_distance+steps+age,4,-0.021231038660997875,0.3709486973480879,3.099819044184635,3.830733612434133,0.730914568249498
entropy_heart+steps+age+calories,4,-0.019898493147973678,0.1019948473252674,3.098486498671611,4.099687462456954,1.001200963785343
sd_norm_heart+steps_times_distance+steps,3,-0.01954653536700071,0.3324012457662519,3.098134540890638,3.8692810640159694,0.7711465231253314
intensity_karvonen+steps+age,3,-0.018716901221118687,0.11189710540678127,3.097304906744756,4.08978520437544,0.9924802976306841
steps_times_distance+entropy_steps+steps+weight,4,-0.018456028278909214,0.2788863186117658,3.0970440338025464,3.9227959911704553,0.8257519573679089
steps_times_distance+steps+weight+age,4,-0.018380736536400016,0.23540582944595773,3.0969687420600374,3.9662764803362633,0.869307738276226
heart_rate+height+steps,3,-0.017988279032778803,0.0664092765033074,3.0965762845564164,4.135273033278914,1.0386967487224972
steps_times_distance+entropy_steps+resting_heart+steps,4,-0.017866038234747444,0.35614548799392515,3.096454043758385,3.845536821788296,0.7490827780299112
intensity_karvonen+height+steps,3,-0.017404636894821426,0.09023250318199048,3.0959926424184587,4.1114498066002305,1.0154571641817718
entropy_heart+steps_times_distance+height+steps,4,-0.017050153841729296,0.31575211086992927,3.095638159365367,3.885930198912292,0.7902920395469253
intensity_karvonen+height+resting_heart+steps,4,-0.016678765666350348,0.1415500678706999,3.095266771189988,4.060132241911521,0.9648654707215334
sd_norm_heart+steps_times_distance+height+steps,4,-0.016667172307941777,0.3345650463678419,3.095255177831579,3.867117263414379,0.7718620855828
entropy_heart+steps_times_distance+steps+weight,4,-0.01580265166009534,0.36388172797074025,3.094390657183733,3.837800581811481,0.7434099246277479
intensity_karvonen+steps,2,-0.015778675968822316,0.08523285468010738,3.0943666814924597,4.116449455102114,1.0220827736096538
intensity_karvonen+resting_heart+steps+age,4,-0.01421534508403511,0.16315294839701425,3.0928033506076726,4.038529361385207,0.945726010777534
entropy_heart+steps_times_distance+resting_heart+steps,4,-0.014204431398408726,0.42566575160029496,3.0927924369220463,3.7760165581819263,0.68322412125988
heart_rate+steps,2,-0.014107772101715824,0.059691170178886706,3.0926957776253534,4.141991139603334,1.0492953619779808
heart_rate+steps+age,3,-0.013120978589325115,0.08336588066166147,3.0917089841129624,4.11831642912056,1.0266074450075973
sd_norm_heart+steps_times_distance+steps+weight,4,-0.012511027017497178,0.374799889926747,3.0910990325411345,3.8268824198554743,0.7357833873143398
entropy_heart+heart_rate+height+steps,4,-0.01204827479480805,0.12062352996163112,3.0906362803184453,4.08105877982059,0.9904224995021447
steps+calories,2,-0.011664434322438022,2.6778834743096843e-05,3.0902524398460756,4.201655530947478,1.1114030911014021
norm_heart+steps,2,-0.011461622664431133,0.06982861588209226,3.0900496281880687,4.131853693900129,1.0418040657120602
intensity_karvonen+resting_heart+steps,3,-0.011379896096728688,0.13648316263670535,3.089967901620366,4.065199147145516,0.97523124552515
norm_heart+height+steps,3,-0.011227023810376081,0.07318762389223936,3.0898150293340136,4.128494685889982,1.0386796565559684
entropy_heart+heart_rate+steps,3,-0.010846399025511579,0.11323822911133595,3.089434404549149,4.088444080670885,0.999009676121736
norm_heart+steps+age,3,-0.010710494072491406,0.09465730686771222,3.089298499596129,4.107025002914509,1.01772650331838
steps+distance,2,-0.010631201282473655,0.0022957074777910933,3.0892192068061113,4.19938660230443,1.1101673954983187
entropy_heart+heart_rate+steps+age,4,-0.01035770463136311,0.1417258671415245,3.0889457101550004,4.059956442640696,0.9710107324856958
entropy_steps+heart_rate+steps,3,-0.00994867882897564,0.07449504846357138,3.088536684352613,4.1271872613186495,1.0386505769660364
steps+age+distance,3,-0.009703452076908411,0.033140239143369166,3.088291457600546,4.168542070638852,1.0802506130383058
entropy_heart+intensity_karvonen+steps+age,4,-0.009649424898871717,0.15974385652384818,3.088237430422509,4.041938453258373,0.953701022835864
intensity_karvonen+steps+weight,3,-0.00955901271609938,0.11414577566014557,3.088147018239737,4.0875365341220755,0.9993895158823385
sd_norm_heart+steps_times_distance+heart_rate+steps,4,-0.008893939828988118,0.4235691318851331,3.0874819453526254,3.778113177897088,0.6906312325444626
resting_heart+steps+distance,3,-0.008630033708034522,0.07853004640314344,3.087218039231672,4.123152263379078,1.0359342241474057
intensity_karvonen+steps+weight+age,4,-0.008360985054425667,0.1429740572526209,3.086948990578063,4.0587082525296,0.971759261951537
age+calories,2,-0.008338168179349476,7.137504858580239e-05,3.0869261737029867,4.201610934733635,1.1146847610306483
resting_heart+steps+calories,3,-0.00825078649450349,0.06009140272545585,3.086838792018141,4.141590907056766,1.0547521150386245
heart_rate+steps+weight,3,-0.00782240656177241,0.08919889645626035,3.0864104120854097,4.112483413325961,1.0260730012405515
resting_heart+steps+age+distance,4,-0.007778772020081492,0.11046897609702598,3.086366777543719,4.091213333685195,1.0048465561414757
entropy_steps+steps+distance,3,-0.007550415625939971,0.0873651578855027,3.0861384211495775,4.114317151896718,1.0281787307471406
entropy_heart+intensity_karvonen+steps,3,-0.0072687977332566295,0.1293312485456458,3.085856803256894,4.072351061236575,0.9864942579796812
entropy_heart+steps+calories,3,-0.007205138339247227,0.07360983494603149,3.0857931438628845,4.128072474836189,1.042279330973305
height+steps+distance,3,-0.007196477095046568,0.002914946680394325,3.085784482618684,4.198767363101827,1.112982880483143
entropy_steps+heart_rate+steps+age,4,-0.006650295484557561,0.09858184240848523,3.085238301008195,4.103100467373736,1.0178621663655405
steps_times_distance+entropy_steps+height+steps,4,-0.006344338642997216,0.24281765381256015,3.0849323441666345,3.958864655969661,0.8739323118030264
height+resting_heart+steps+distance,4,-0.006101425473636207,0.079152015085562,3.0846894309972734,4.122530294696659,1.0378408636993859
heart_rate+height,2,-0.006031375981870018,0.0042483254252951635,3.0846193815055076,4.197433984356926,1.1128146028514183
entropy_heart+steps+distance,3,-0.005592568186070696,0.1319188369613689,3.084180573709708,4.069763472820852,0.9855828991111437
entropy_heart+intensity_karvonen+height+steps,4,-0.005539333634555943,0.13532906523249646,3.0841273391581936,4.066353244549725,0.9822259053915312
height+steps+calories,3,-0.005323154404277455,0.002409083472913627,3.083911159927915,4.199273226309307,1.1153620663813921
norm_heart+steps+weight,3,-0.0051673760267719054,0.09877797012378965,3.0837553815504095,4.102904339658432,1.0191489581080222
entropy_heart+steps+age+distance,4,-0.005019577202782784,0.1640807467822894,3.08360758272642,4.037601562999932,0.9539939802735113
entropy_steps+steps+age+calories,4,-0.004894537592737558,0.09002215876024491,3.083482543116375,4.111660151021976,1.0281776079056009
resting_heart+age+calories,3,-0.004849994303159485,0.01773404610325144,3.083437999826797,4.183948263678969,1.1005102638521724
steps+weight+age+calories,4,-0.004642015567771607,0.06392604503856679,3.083230021091409,4.137756264743654,1.0545262436522451
entropy_heart+age+calories,3,-0.0046284656128496166,0.04696269516714496,3.083216471136487,4.154719614615076,1.0715031434785893
steps+weight+distance,3,-0.004515638011633596,0.03284720759129708,3.083103643535271,4.168835102190924,1.0857314586556526
entropy_steps+steps+age+distance,4,-0.004342330234906572,0.118333135559223,3.082930335758544,4.083349174222998,1.0004188384644541
entropy_heart+heart_rate+height,3,-0.004059507716253866,0.0401719160901699,3.082647513239891,4.161510393692051,1.07886288045216
intensity_karvonen+height,2,-0.004058690313667577,0.002592096182676683,3.082646695837305,4.199090213599544,1.1164435177622392
heart_rate+steps+weight+age,4,-0.0037959668865619536,0.11504152710272254,3.0823839724101996,4.086640782679498,1.0042568102692986
height+resting_heart+steps+calories,4,-0.0036713704619081022,0.06252397072249091,3.0822593759855454,4.139158339059731,1.0568989630741852
intensity_karvonen+resting_heart+steps+weight,4,-0.003406670810188521,0.16631006315380792,3.0819946763338257,4.035372246628413,0.9533775702945877
entropy_steps+heart_rate+steps+weight,4,-0.003018340024719339,0.10560612956664336,3.081606345548357,4.096076180215578,1.0144698346672207
entropy_heart+heart_rate+steps+weight,4,-0.0029910660477006634,0.1431167016909478,3.0815790715713383,4.058565608091273,0.9769865365199348
norm_heart+height,2,-0.0027247456831550002,0.00158809665114038,3.0813127512067924,4.200094213131081,1.1187814619242884
intensity_karvonen+age,2,-0.002652131466486074,0.012060604616393387,3.0812401369901234,4.189621705165828,1.1083815681757043
intensity_karvonen+entropy_steps+steps,3,-0.0022713974006872,0.10430486297631174,3.080859402924325,4.097377446805909,1.0165180438815846
entropy_heart+norm_heart+steps,3,-0.002182862679615455,0.1100155140521002,3.080770868203253,4.091666795730121,1.0108959275268679
entropy_heart+norm_heart+steps+age,4,-0.001574904980540394,0.1390478610221788,3.080162910504178,4.0626344487600425,0.9824715382558646
norm_heart+steps+weight+age,4,-0.0012246330179920203,0.12580479813053816,3.0798126385416293,4.075877511651683,0.9960648731100537
height+resting_heart,2,-0.0011547200852167917,6.42026991160189e-05,3.0797427256088543,4.201618107083105,1.1218753814742506
sd_norm_heart+height,2,-0.0011350864952435523,0.0005633453942461704,3.079723092018881,4.201118964387975,1.121395872369094
steps_times_distance+height+resting_heart,3,-0.0010180506635687932,0.05706147610728868,3.079606056187206,4.144620833674932,1.0650147774877263
sd_norm_heart+age,2,-0.0007989857843561921,0.018693442735493993,3.0793869913079934,4.182988867046727,1.1036018757387334
resting_heart+steps+weight+distance,4,-0.000694208554006398,0.10949937990904517,3.0792822140776437,4.092182929873176,1.0129007157955323
entropy_steps+steps+weight+distance,4,-0.0006894065756247805,0.11863662077421819,3.079277412099262,4.083045689008003,1.0037682769087408
steps+weight+age+distance,4,-0.0006129328959643826,0.06637792712943334,3.0792009384196017,4.135304382652788,1.0561034442331865
resting_heart+steps,2,-0.0005031645740776287,0.041584012525840985,3.079091170097715,4.16009829725638,1.081007127158665
intensity_karvonen+weight+age,3,-0.0003241131007023848,0.01659932647830516,3.07891211862434,4.185082983303916,1.106170864679576
intensity_karvonen+entropy_steps+steps+age,4,-0.0002925247540977033,0.13162344033535284,3.0788805302777353,4.070058869446869,0.9911783391691333
resting_heart+age,2,-0.00020950115956302947,0.0011371994439174447,3.0787975066832005,4.200545110338304,1.1217476036551033
steps_times_distance+height,2,-0.00010093090018743368,3.080052983016886e-05,3.078688936423825,4.201651509252391,1.1229625728285666
norm_heart+age,2,-6.620505131733171e-05,0.007419894097553346,3.0786542105749546,4.194262415684668,1.1156082051097136
steps_times_distance+age,2,-4.3745216058924775e-05,0.031259894327144315,3.0786317507396963,4.170422415455077,1.0917906647153806
steps_times_distance+resting_heart+age,3,-2.641499640453754e-05,0.08883575915078497,3.078614420520042,4.112846550631436,1.034232130111394
height+distance,2,-7.120120173231581e-06,1.722563480662192e-07,3.0785951256438104,4.201682137525873,1.1230870118820628
age+distance,2,-4.481283555812924e-06,0.008630584755840822,3.078592486807193,4.19305172502638,1.1144592382191867
heart_rate+age,2,-7.327963820940096e-07,0.0025842787898738085,3.0785887383200197,4.199098030992348,1.120509292672328
entropy_heart+heart_rate,2,1.2567445869439441e-05,0.0356671513847884,3.078575438077768,4.166015158397433,1.0874397203196646
entropy_heart+age,2,2.2460921992017643e-05,0.010788629748808856,3.0785655446016453,4.190893680033413,1.1123281354317673
entropy_heart+heart_rate+age,3,3.352910052708061e-05,0.04707058087149388,3.0785544764231103,4.154611728910727,1.076057252487617
weight+distance,2,3.940317882294509e-05,0.002565761266932198,3.0785486023448145,4.199116548515289,1.1205679461704747
steps_times_distance+weight,2,8.757991014243956e-05,0.034078621668534106,3.078500425613495,4.167603688113687,1.0891032625001915
steps_times_distance+resting_heart,2,0.00022276325196624692,0.05692231616033554,3.078365242271671,4.144759993621886,1.0663947513502148
norm_heart+weight,2,0.0003149247464737004,0.004405905839014027,3.078273080777164,4.197276403943207,1.1190033231660435
sd_norm_heart+weight,2,0.0003562660752438776,0.010283869527654149,3.0782317394483933,4.1913984402545665,1.1131667008061732
entropy_heart+intensity_karvonen+steps+weight,4,0.0003575667439086952,0.15879987541360557,3.0782304387797286,4.042882434368615,0.9646519955888868
resting_heart+steps+age,3,0.0003744024172886778,0.0653562314749911,3.0782136031063487,4.13632607830723,1.0581124752008817
intensity_karvonen+weight,2,0.0003748912666583196,0.004202487800372437,3.0782131142569793,4.197479821981848,1.119266707724869
heart_rate+weight,2,0.0004998243177517089,0.001146698348910135,3.0780881812058856,4.200535611433311,1.122447430227425
entropy_steps+weight,2,0.0005007491508532406,0.004437294835397646,3.0780872563727844,4.197245014946824,1.1191577585740395
sd_norm_heart+steps_times_distance+resting_heart+steps,4,0.0006288778608772305,0.4343040365984082,3.0779591276627603,3.767378273183813,0.6894191455210525
intensity_karvonen+height+resting_heart,3,0.0007625155781543665,0.002699150344423279,3.077825489945483,4.198983159437798,1.121157669492315
weight+age+calories,3,0.0007828812993150788,0.008316243955350147,3.0778051242243225,4.193366065826871,1.1155609416025487
entropy_heart+height+steps+distance,4,0.0007889482612424142,0.1344176276914778,3.077799057262395,4.067264682090744,0.9894656248283487
entropy_heart+steps_times_distance+age,3,0.0007910080704870729,0.1932210007629464,3.0777969974531505,4.008461309019275,0.9306643115661242
entropy_heart+steps_times_distance,2,0.0008563265026632634,0.1617564946618699,3.077731679020974,4.039925815120351,0.9621941360993769
steps+age,2,0.0009375035392638323,0.02367464234014538,3.0776505019843734,4.178007667442076,1.1003571654577025
entropy_heart+weight,2,0.000991438956220371,0.00044793925818655624,3.077596566567417,4.201234370524035,1.1236378039566177
sd_norm_heart+weight+age,3,0.001038636923335716,0.02977221816957322,3.0775493686003017,4.171910091612648,1.094360723012346
steps_times_distance+entropy_steps,2,0.0010855904142661674,0.08420632320059271,3.0775024151093713,4.117475986581629,1.0399735714722573
height+resting_heart+distance,3,0.0011696360360301632,0.03698276632245086,3.0774183694876074,4.16469954345977,1.0872811739721628
steps_times_distance+weight+age,3,0.0012590951470147372,0.06851764948992156,3.0773289103766226,4.1331646602923,1.0558357499156772
weight+age,2,0.0012787421174397101,6.482336745909287e-05,3.077309263406198,4.201617486414762,1.1243082230085646
weight+age+distance,3,0.0013187467901978472,0.0114164424568648,3.0772692587334394,4.1902658673253566,1.1129966085919172
entropy_heart+norm_heart+height+steps,4,0.0013449873643672436,0.11460050187447839,3.0772430181592703,4.087081807907743,1.0098387897484726
entropy_heart+heart_rate+weight,3,0.0014923419918840154,0.036976185078261656,3.0770956635317535,4.16470612470396,1.0876104611722064
resting_heart+weight,2,0.0015822921851395052,0.00572939264576328,3.077005713338498,4.195952917136458,1.1189472037979598
norm_heart+weight+age,3,0.0015986331007135056,0.012090933732392308,3.076989372422924,4.189591376049829,1.1126020036269049
steps_times_distance+entropy_steps+weight,3,0.001662255913463093,0.11831650420261465,3.0769257496101745,4.083365805579606,1.0064400559694318
heart_rate+weight+age,3,0.0016840224181008424,0.0038416634511051644,3.0769039831055367,4.197840646331116,1.1209366632255793
entropy_steps+steps,2,0.0017700452898212747,0.014699948119563346,3.076817960233816,4.186982361662658,1.1101644014288414
steps_times_distance+heart_rate+height,3,0.0018347870347778655,0.058107973381051815,3.0767532184888595,4.143574336401169,1.0668211179123097
entropy_steps+distance,2,0.0018672020102274527,0.07264979615342025,3.07672080351341,4.129032513628801,1.0523117101153914
steps_times_distance+resting_heart+weight,3,0.0018748878193361731,0.09130576456306534,3.0767131177043012,4.110376545219156,1.0336634275148544
entropy_heart+steps_times_distance+weight,3,0.0019161114577100694,0.2040614612933635,3.0766718940659272,3.997620848488858,0.9209489544229306
entropy_heart+height+steps+calories,4,0.0020055976442320544,0.07890542602647001,3.0765824078794055,4.122776883755751,1.0461944758763457
height+resting_heart+steps,3,0.0020428683511853965,0.04219995557988967,3.076545137172452,4.159482354202331,1.0829372170298792
entropy_heart+steps+weight+distance,4,0.002052790178057772,0.16445937746712708,3.07653521534558,4.037222932315094,0.9606877169695145
resting_heart+age+distance,3,0.0021012245484361668,0.04563139840329359,3.0764867809752015,4.1560509113789275,1.079564130403726
height+calories,2,0.0021297535061410985,0.0017504375261459502,3.0764582520174963,4.199931872256075,1.1234736202385784
entropy_heart+height,2,0.002149676061849277,0.0010554595172071906,3.076438329461788,4.200626850265014,1.1241885208032256
norm_heart+steps+age+calories,4,0.0021525345615176217,0.09485524477626765,3.07643547096212,4.1068270650059535,1.0303915940438335
entropy_steps+heart_rate+height+steps,4,0.0023182765654183035,0.08485503574109315,3.076269728958219,4.116827274041128,1.0405575450829092
resting_heart+distance,2,0.002320620797660973,0.03691154851572311,3.0762673847259765,4.164770761266498,1.0885033765405212
entropy_heart+weight+age,3,0.0023641145288488194,0.011363563417361559,3.0762238909947888,4.190318746364859,1.1140948553700705
resting_heart+weight+age,3,0.0023706722490444074,0.00700417507458172,3.076217333274593,4.194678134707639,1.1184608014330464
entropy_steps+weight+distance,3,0.0023980016187593435,0.07788529750899584,3.076190003904878,4.123797012273226,1.0476070083683475
norm_heart+height+resting_heart+steps,4,0.0025005122278778102,0.14373103882161758,3.0760874932957596,4.057951270960603,0.9818637776648438
entropy_heart+distance,2,0.00250128505792676,0.09630183906643264,3.0760867204657107,4.105380470715788,1.0292937502500776
entropy_heart+age+distance,3,0.0025278466281704586,0.11010566030641046,3.076060158895467,4.091576649475811,1.0155164905803438
entropy_steps+age,2,0.0025602503993868387,0.002066207294768502,3.0760277551242505,4.199616102487453,1.1235883473632025
steps_times_distance+resting_heart+weight+age,4,0.0025639287382116065,0.12633324119555908,3.076024076785426,4.075349068586662,0.9993249918012359
entropy_heart+heart_rate+weight+age,4,0.0027726320946134947,0.04853129305623638,3.075815373429024,4.153151016725984,1.0773356432969603
steps+weight+calories,3,0.002830307195211143,0.03782644907472778,3.0757576983284265,4.163855860707494,1.088098162379067
entropy_heart+steps_times_distance+height,3,0.002935398312004383,0.1629957874001062,3.0756526072116332,4.038686522382115,0.9630339151704814
entropy_heart+calories,2,0.0030202973873608967,0.03578989245307078,3.0755677081362767,4.16589241732915,1.0903247091928736
entropy_heart+steps_times_distance+weight+age,4,0.0031304719324811575,0.23855223404997902,3.0754575335911563,3.9631300757322423,0.887672542141086
entropy_heart+steps,2,0.003245596917807937,0.034551830662669425,3.0753424086058296,4.167130479119551,1.0917880705137217
height+steps,2,0.003418244695250854,0.0006148346781509357,3.075169760828387,4.20106747510407,1.1258977142756832
entropy_steps+heart_rate,2,0.003498731961511674,0.002490026335358168,3.0750892735621256,4.199192283446863,1.1241030098847378
entropy_heart+weight+distance,3,0.003511976224839077,0.09886760058649789,3.075076029298798,4.102814709195723,1.0277386798969248
steps_times_distance+entropy_steps+age,3,0.003512580039462306,0.11614031978936587,3.075075425484175,4.085541989992855,1.0104665645086799
entropy_heart+steps+age,3,0.0036945540699430636,0.06285224415849087,3.0748934514536943,4.13883006562373,1.0639366141700357
entropy_steps+steps+calories,3,0.003761789372813004,0.06592239460863447,3.0748262161508246,4.135759915173587,1.0609336990227622
resting_heart+weight+distance,3,0.0039099268544476335,0.043651966995505435,3.07467807866919,4.158030342786716,1.0833522641175257
norm_heart+entropy_steps+steps,3,0.003930808331689212,0.09248401223276667,3.0746571971919483,4.1091982975494545,1.0345411003575062
resting_heart+calories,2,0.004040420383103992,0.01659107950859576,3.0745475851405333,4.185091230273625,1.1105436451330917
norm_heart+steps_times_distance+height,3,0.004080957360688675,0.09669588752939566,3.074507048162949,4.104986422252826,1.030479374089877
heart_rate+height+steps+distance,4,0.004125788991329538,0.07092181195271331,3.074462216532308,4.130760497829508,1.0562982812971997
entropy_steps+weight+age,3,0.004183295421514015,0.006657277430586315,3.0744047101021232,4.1950250323516345,1.1206203222495112
intensity_karvonen+entropy_steps+steps+weight,4,0.004315359333033106,0.13479068273482642,3.0742726461906043,4.0668916270473945,0.9926189808567902
intensity_karvonen+resting_heart+age,3,0.004419802666483936,0.013353491013326425,3.0741682028571535,4.188328818768895,1.1141606159117412
entropy_steps+heart_rate+weight,3,0.004424540628024269,0.007790169991370478,3.074163464895613,4.193892139790851,1.1197286748952378
entropy_steps+age+distance,3,0.004426227055868105,0.08143308003022272,3.0741617784677695,4.120249229751998,1.0460874512842286
entropy_heart+steps_times_distance+heart_rate+height,4,0.004651141049127838,0.2275598759161106,3.0739368644745095,3.9741224338661105,0.900185569391601
entropy_heart+height+distance,3,0.0046596927817653035,0.0975682069954475,3.073928312741872,4.104114102786774,1.0301857900449019
