Feature_Combination,Num_Features,LogLik_Original_Copula,LogLik_Refit_Copula,LogLik_Drop_Original,LogLik_Drop_Refit,LogLik_Drop_vs_OriginalCombo
entropy_heart+sd_norm_heart+heart_rate+height,4,0.13430075645382086,0.10052595857418943,2.9442872490698164,4.101156351208032,1.1568691021382156
intensity_karvonen+sd_norm_heart+steps_times_distance+height,4,0.1358205915323076,0.3566707387234096,2.94276741399133,3.8450115710588113,0.9022441570674813
intensity_karvonen+sd_norm_heart+steps_times_distance+age,4,0.13683936528357707,0.38842054638207013,2.9417486402400606,3.813261763400151,0.8715131231600903
heart_rate+resting_heart+steps+weight,4,0.13687342466441194,0.25654420731220784,2.9417145808592253,3.9451381024700134,1.003423521610788
entropy_heart+sd_norm_heart+steps_times_distance+resting_heart,4,0.13818677414446132,0.44805097131326477,2.9404012313791763,3.7536313384689564,0.81323010708978
intensity_karvonen+steps_times_distance+entropy_steps+calories,4,0.13825147282517602,0.3547446888020631,2.9403365326984616,3.846937620980158,0.9066010882816964
sd_norm_heart+heart_rate+weight+calories,4,0.1383943324163578,0.07922871055334549,2.9401936731072795,4.1224535992288756,1.182259926121596
entropy_heart+sd_norm_heart+heart_rate+age,4,0.13840726291467753,0.12307667772368477,2.94018074260896,4.078605632058537,1.1384248894495768
entropy_heart+sd_norm_heart+heart_rate,3,0.1385355860144563,0.09601900125653838,2.9400524195091813,4.105663308525683,1.1656108890165018
norm_heart+sd_norm_heart+steps_times_distance+height,4,0.1388684970654083,0.3541702201838022,2.939719508458229,3.847512089598419,0.9077925811401899
heart_rate+height+resting_heart,3,0.13895091178760155,0.16255694905987728,2.939637093736036,4.039125360722344,1.0994882669863077
intensity_karvonen+sd_norm_heart+steps_times_distance,3,0.13934299618068785,0.35373929131100407,2.9392450093429496,3.847943018471217,0.9086980091282673
intensity_karvonen+sd_norm_heart+steps_times_distance+weight,4,0.139865957921529,0.3884261458733481,2.9387220476021083,3.813256163908873,0.8745341163067648
steps+age+calories+distance,4,0.13996933354131907,0.1951379107961426,2.938618671982318,4.006544398986079,1.0679257270037605
entropy_heart+sd_norm_heart+heart_rate+weight,4,0.14001371447466676,0.1063976834301174,2.9385742910489707,4.095284626352104,1.1567103353031332
norm_heart+sd_norm_heart+steps_times_distance+age,4,0.14027689079948044,0.3869107591536476,2.938311114724157,3.8147715506285733,0.8764604359044164
intensity_karvonen+sd_norm_heart+resting_heart+steps,4,0.14069035763571652,0.3658932795187093,2.937897647887921,3.835789030263512,0.8978913823755907
norm_heart+sd_norm_heart+steps_times_distance,3,0.1412252256731308,0.35238768901614204,2.9373627798505066,3.849294620766079,0.9119318409155723
norm_heart+sd_norm_heart+steps_times_distance+weight,4,0.1417124899857836,0.38684629101920626,2.936875515537854,3.814836018763015,0.877960503225161
heart_rate+resting_heart+age,3,0.14355596700666906,0.158574153620175,2.9350320385169684,4.043108156162046,1.1080761176450777
heart_rate+resting_heart,2,0.14382380282539037,0.15591416656902146,2.934764202698247,4.045768143213199,1.1110039405149523
sd_norm_heart+steps_times_distance+calories,3,0.1438405735161172,0.2995476834135138,2.93474743200752,3.9021346263687073,0.9673871943611871
intensity_karvonen+sd_norm_heart+height+resting_heart,4,0.14397708961126673,0.18288152885929487,2.9346109159123706,4.018800780922926,1.0841898650105555
sd_norm_heart+steps_times_distance+height+calories,4,0.14485739485544827,0.30205487234894224,2.933730610668189,3.8996274374332787,0.9658968267650896
heart_rate+resting_heart+weight,3,0.14522150651904334,0.16168123520067168,2.933366499004594,4.040001074581549,1.106634575576955
heart_rate+resting_heart+weight+age,4,0.1460071066213739,0.16447138353385676,2.9325808989022635,4.037210926248364,1.1046300273461007
entropy_heart+heart_rate+resting_heart+steps,4,0.14686767253483463,0.32833596922178365,2.9317203329888026,3.8733463405604374,0.9416260075716347
sd_norm_heart+entropy_steps+steps,3,0.14690121227947578,0.14774335382071663,2.9316867932441615,4.053938955961504,1.1222521627173427
intensity_karvonen+sd_norm_heart+resting_heart+age,4,0.1476032182720953,0.201970817626051,2.930984787251542,3.99971149215617,1.0687267049046278
steps_times_distance+heart_rate+height+resting_heart,4,0.14797904105306403,0.23681853329920177,2.9306089644705735,3.9648637764830195,1.034254812012446
sd_norm_heart+entropy_steps,2,0.1495815883530182,0.007433605114519632,2.929006417170619,4.194248704667701,1.265242287497082
intensity_karvonen+sd_norm_heart+resting_heart,3,0.14993035899360663,0.1802067888599125,2.9286576465300307,4.0214755209223085,1.0928178743922778
sd_norm_heart+entropy_steps+weight,3,0.1500495835235836,0.024179673611195128,2.9285384220000537,4.177502636171026,1.248964214170972
sd_norm_heart+steps_times_distance+weight+calories,4,0.15070404410013447,0.33408726078716694,2.927883961423503,3.8675950489950544,0.9397110875715513
sd_norm_heart+entropy_steps+steps+age,4,0.1511361885729468,0.17906878033711715,2.9274518169506907,4.022613529445104,1.0951617124944137
intensity_karvonen+sd_norm_heart+resting_heart+weight,4,0.1524668361676644,0.19659800892027535,2.926121169355973,4.005084300861946,1.0789631315059731
steps_times_distance+heart_rate+resting_heart+age,4,0.15252722170058558,0.2621042351035641,2.926060783823052,3.939578074678657,1.0135172908556052
sd_norm_heart+entropy_steps+age,3,0.15266603163478504,0.030175818094331442,2.9259219738888524,4.1715064916878895,1.245584517799037
steps_times_distance+heart_rate+resting_heart,3,0.15284977861591112,0.23013475274434475,2.9257382269077263,3.9715475570378764,1.04580933013015
entropy_heart+sd_norm_heart+steps_times_distance+heart_rate,4,0.15309011106176088,0.4246923763666022,2.9254978944618766,3.776989933415619,0.8514920389537424
heart_rate+resting_heart+steps+distance,4,0.15379120768915286,0.263813475214035,2.9247967978344844,3.937868834568186,1.0130720367337016
sd_norm_heart+entropy_steps+steps+weight,4,0.15386433561816,0.17990479236019521,2.9247236699054775,4.021777517422026,1.0970538475165488
entropy_steps+heart_rate+resting_heart+steps,4,0.15394163472957978,0.330790075529753,2.9246463707940578,3.870892234252468,0.9462458634584103
sd_norm_heart+entropy_steps+weight+age,4,0.15426430707596372,0.04820177324174102,2.9243236984476737,4.15348053654048,1.229156838092806
steps_times_distance+heart_rate+resting_heart+weight,4,0.1543166379100416,0.26601401184252105,2.9242713676135956,3.9356682979397,1.0113969303261046
norm_heart+sd_norm_heart+resting_heart+steps,4,0.15445911841299803,0.376181595633091,2.9241288871106392,3.82550071414913,0.9013718270384907
norm_heart+sd_norm_heart+height+resting_heart,4,0.15492616863872727,0.19429482446289043,2.9236618368849103,4.007387485319331,1.0837256484344207
entropy_heart+heart_rate+height+resting_heart,4,0.15511919094272208,0.25536383838978083,2.9234688145809153,3.9463184713924404,1.022849656811525
steps_times_distance+height+age+calories,4,0.1557580680050728,0.20693213078656064,2.9228299375185647,3.9947501789956603,1.0719202414770956
age+calories+distance,3,0.15618558179248485,0.16993859874233083,2.9224024237311528,4.031743711039891,1.1093412873087378
norm_heart+steps_times_distance+heart_rate+steps,4,0.15632992311716942,0.5048177152885704,2.922258082406468,3.6968645944936505,0.7746065120871823
entropy_heart+heart_rate+resting_heart,3,0.15757814752003427,0.24757586608364196,2.921009858003603,3.954106443698579,1.033096585694976
entropy_heart+heart_rate+resting_heart+age,4,0.15759339159601984,0.25951723931778975,2.9209946139276175,3.9421650704644313,1.0211704565368138
steps+calories+distance,3,0.15826993773892412,0.16263648789370988,2.9203180677847134,4.039045821888511,1.1187277541037974
norm_heart+sd_norm_heart+resting_heart+age,4,0.15931674603543233,0.21294588096732067,2.9192712594882053,3.9887364288149003,1.069465169326695
norm_heart+sd_norm_heart+steps+distance,4,0.15964180887011914,0.31374983292057085,2.9189461966535184,3.8879324768616503,0.9689862802081319
intensity_karvonen+sd_norm_heart+steps+distance,4,0.15964860915274723,0.318185045970251,2.9189393963708903,3.8834972638119702,0.96455786744108
sd_norm_heart+steps_times_distance+entropy_steps,3,0.1599260473782778,0.32516720124539766,2.9186619581453597,3.8765151085368235,0.9578531503914638
resting_heart+age+calories+distance,4,0.15998968912405506,0.20826065084345288,2.9185983163995823,3.993421658938768,1.0748233425391858
norm_heart+sd_norm_heart+resting_heart,3,0.16021468884226264,0.1926885438154946,2.918373316681375,4.008993765966727,1.090620449285352
entropy_heart+age+calories+distance,4,0.16024668786740798,0.2734954068405805,2.9183413176562296,3.9281869029416407,1.0098455852854111
entropy_heart+heart_rate+resting_heart+weight,4,0.16032044716894195,0.2534412925392278,2.9182675583546955,3.948241017242993,1.0299734588882976
sd_norm_heart+steps_times_distance+entropy_steps+weight,4,0.16045180444774304,0.35935071276384134,2.918136201075894,3.84233159701838,0.9241953959424856
entropy_heart+sd_norm_heart+resting_heart+distance,4,0.1620054935765204,0.20563680434426085,2.916582511947117,3.9960455054379604,1.0794629934908433
resting_heart+steps+calories+distance,4,0.16201219683180018,0.24110709848637735,2.9165758086918374,3.960575211295844,1.0439994026040065
norm_heart+sd_norm_heart+resting_heart+weight,4,0.1628392166490824,0.20944672061925182,2.915748788874555,3.9922355891629695,1.0764868002884147
sd_norm_heart+steps_times_distance+entropy_steps+age,4,0.1628720310384909,0.35959202451781686,2.9157159744851464,3.8420902852644043,0.9263743107792579
entropy_heart+steps+calories+distance,4,0.16342611256800454,0.2948880923061987,2.915161892955633,3.9067942174760226,0.9916323245203897
sd_norm_heart+entropy_steps+heart_rate+steps,4,0.16433981480892534,0.23504946480259817,2.914248190714712,3.966632844979623,1.0523846542649107
sd_norm_heart+entropy_steps+height,3,0.16451387181471444,0.011579286221113726,2.914074133708923,4.190103023561107,1.2760288898521845
intensity_karvonen+sd_norm_heart+steps_times_distance+resting_heart,4,0.1646669685118133,0.439252337973564,2.913921037011824,3.762429971808657,0.8485089347968331
height+steps+calories+distance,4,0.1653930091521743,0.16582200729382762,2.913194996371463,4.035860302488394,1.122665306116931
sd_norm_heart+entropy_steps+height+steps,4,0.1656896028989499,0.15252111692681272,2.9128984026246876,4.049161192855409,1.1362627902307212
sd_norm_heart+height+age+calories,4,0.165846933887852,0.0889259291415882,2.9127410716357853,4.112756380640633,1.2000153090048475
entropy_heart+steps_times_distance+heart_rate+resting_heart,4,0.16716977466424898,0.4356159988722763,2.9114182308593883,3.766066310909945,0.8546480800505565
sd_norm_heart+entropy_steps+steps+distance,4,0.16724192347636568,0.24191220843816064,2.9113460820472716,3.9597701013440605,1.0484240192967889
weight+age+calories+distance,4,0.16732090015758125,0.17821582262363247,2.9112671053660564,4.023466487158589,1.1121993817925326
entropy_steps+heart_rate+resting_heart,3,0.16754992845062566,0.25577251330915207,2.9110380770730115,3.945909796473069,1.0348717194000576
norm_heart+sd_norm_heart+height+distance,4,0.16777227875598222,0.1950306442383023,2.9108157267676553,4.006651665543918,1.095835938776263
calories+distance,2,0.16931979936914512,0.159083193783383,2.909268206154492,4.042599115998838,1.133330909844346
norm_heart+sd_norm_heart+age+distance,4,0.1694636842398748,0.2184712361257941,2.9091243212837625,3.983211073656427,1.0740867523726645
heart_rate+height+resting_heart+distance,4,0.16956904368669218,0.20159986460524446,2.9090189618369453,4.000082445176977,1.0910634833400317
entropy_steps+heart_rate+resting_heart+weight,4,0.16970663048932713,0.2631124969076364,2.9088813750343103,3.9385698128745847,1.0296884378402744
entropy_steps+heart_rate+resting_heart+age,4,0.17022032836884435,0.26022598289253185,2.9083676771547933,3.941456326889689,1.033088649734896
intensity_karvonen+sd_norm_heart+height+distance,4,0.17025317422503145,0.1913214852791898,2.908334831298606,4.0103608245030316,1.1020259932044256
norm_heart+sd_norm_heart+distance,3,0.17030353260133818,0.1934376062401379,2.908284472922299,4.008244703542084,1.0999602306197844
heart_rate+resting_heart+steps+calories,4,0.170414718837543,0.24924415139232214,2.9081732866860945,3.952438158389899,1.0442648717038043
norm_heart+sd_norm_heart+weight+distance,4,0.17075319722506271,0.2054222480750198,2.9078348082985745,3.9962600617072015,1.088425253408627
sd_norm_heart+entropy_steps+resting_heart+steps,4,0.17092480833760004,0.2650206118374661,2.9076631971860376,3.936661697944755,1.0289985007587172
intensity_karvonen+sd_norm_heart+age+distance,4,0.1716029614590897,0.21553452864048875,2.9069850440645477,3.9861477811417325,1.0791627370771848
height+calories+distance,3,0.17197109945146735,0.16151581898436418,2.9066169060721703,4.040166490797857,1.1335495847256865
entropy_heart+calories+distance,3,0.1729615394551888,0.257024932667387,2.9056264660684485,3.944657377114834,1.0390309110463853
sd_norm_heart+entropy_steps+resting_heart,3,0.1733897570788029,0.09347388858820699,2.9051982484448344,4.108208421194014,1.2030101727491798
resting_heart+calories+distance,3,0.17363170250791002,0.19726452330786712,2.9049563030157275,4.004417786474354,1.0994614834586267
norm_heart+sd_norm_heart+steps_times_distance+resting_heart,4,0.1736640509303381,0.457537569419563,2.904923954593299,3.744144740362658,0.839220785769359
intensity_karvonen+sd_norm_heart+distance,3,0.17408872273313697,0.18870268372065185,2.9044992827905003,4.012979626061569,1.108480343271069
entropy_steps+steps+calories+distance,4,0.17437402434050098,0.25969181315359413,2.9042139811831365,3.9419904966286268,1.0377765154454903
entropy_heart+sd_norm_heart+steps+calories,4,0.17440154397726343,0.18173675990055618,2.904186461546374,4.0199455498816645,1.1157590883352904
heart_rate+resting_heart+age+distance,4,0.17442793290858927,0.20564356248422896,2.9041600726150483,3.9960387472979924,1.091878674682944
intensity_karvonen+sd_norm_heart+weight+distance,4,0.17457917674312162,0.20064513959064775,2.904008828780516,4.001037170191573,1.097028341411057
heart_rate+resting_heart+distance,3,0.1746976597267426,0.19489461100477068,2.9038903457968948,4.00678769877745,1.1028973529805555
steps+weight+calories+distance,4,0.17478404492830313,0.2005417332497325,2.9038039605953343,4.001140576532489,1.0973366159371545
sd_norm_heart+steps_times_distance+entropy_steps+height,4,0.17485630552471337,0.33014181012203175,2.903731699998924,3.871540499660189,0.967808799661265
height+resting_heart+calories+distance,4,0.1749368983520599,0.19973274212982292,2.9036511071715774,4.001949567652399,1.0982984604808212
entropy_heart+sd_norm_heart+age+calories,4,0.17537908313774872,0.07141483145970873,2.903208922385889,4.130267478322512,1.2270585559366234
sd_norm_heart+entropy_steps+resting_heart+weight,4,0.17594215283361242,0.11268170891914946,2.902645852690025,4.089000600863072,1.1863547481730468
heart_rate+resting_heart+weight+distance,4,0.17610502156474334,0.20165190873441957,2.902482983958894,4.000030401047802,1.097547417088908
sd_norm_heart+entropy_steps+resting_heart+age,4,0.1764704771424086,0.11633930960889648,2.902117528381229,4.085343000173324,1.1832254717920954
steps_times_distance+entropy_steps+heart_rate+resting_heart,4,0.17690381158697777,0.39401222998497937,2.9016841939366596,3.8076700797972416,0.905985885860582
weight+calories+distance,3,0.17756702471550334,0.16726173123660396,2.901020980808134,4.0344205785456175,1.1333995977374833
entropy_heart+height+calories+distance,4,0.1775860380150098,0.260943171298022,2.901001967508628,3.940739138484199,1.0397371709755712
entropy_steps+age+calories+distance,4,0.17867451176140287,0.25343595372241257,2.8999134937622344,3.9482463560598084,1.048332862297574
sd_norm_heart+entropy_steps+distance,3,0.17895463639657727,0.09722232418115122,2.89963336912706,4.1044599856010695,1.2048266164740093
sd_norm_heart+entropy_steps+weight+distance,4,0.17944079619334014,0.11403628148927922,2.8991472093302972,4.087646028292942,1.1884988189626444
heart_rate+resting_heart+age+calories,4,0.17954601899710887,0.18242955715280726,2.8990419865265284,4.019252752629414,1.1202107661028853
entropy_steps+heart_rate+height+resting_heart,4,0.17973359404663444,0.2650679895797189,2.898854411477003,3.9366143202025023,1.0377599087254992
sd_norm_heart+entropy_steps+heart_rate,3,0.18080340216658958,0.07438853154966155,2.897784603357048,4.127293778232559,1.2295091748755111
sd_norm_heart+entropy_steps+heart_rate+weight,4,0.18164836026130682,0.09122881440537346,2.8969396452623304,4.110453495376848,1.2135138501145173
entropy_heart+weight+calories+distance,4,0.1819495112628902,0.2652221513272287,2.8966384942607473,3.9364601584549925,1.0398216641942453
sd_norm_heart+entropy_steps+age+distance,4,0.18202111261517695,0.12330490735559606,2.8965668929084605,4.078377402426625,1.1818105095181646
resting_heart+weight+calories+distance,4,0.1830161258110093,0.20919443771838175,2.895571879712628,3.9924878720638395,1.0969159923512115
entropy_heart+sd_norm_heart+calories,3,0.18360945064724005,0.044464507883129965,2.8949785548763973,4.157217801899091,1.262239247022694
sd_norm_heart+entropy_steps+heart_rate+age,4,0.18377917350436668,0.09713421580205636,2.8948088320192706,4.104548093980164,1.2097392619608938
entropy_heart+sd_norm_heart+heart_rate+distance,4,0.1847837600034344,0.19752735476094807,2.893804245520203,4.004154955021273,1.1103507095010703
sd_norm_heart+steps_times_distance+entropy_steps+resting_heart,4,0.18510395852020078,0.4368929224421091,2.8934840470034366,3.764789387340112,0.8713053403366753
sd_norm_heart+steps_times_distance+resting_heart+calories,4,0.18561939586915743,0.3803116336087168,2.89296860965448,3.8213706761735042,0.9284020665190242
sd_norm_heart+entropy_steps+height+resting_heart,4,0.18630818370993402,0.09792252419281319,2.8922798218137036,4.103759785589408,1.2114799637757043
entropy_heart+sd_norm_heart+height+calories,4,0.18687358964576567,0.048544928322424734,2.8917144158778716,4.153137381459796,1.2614229655819247
heart_rate+height+resting_heart+calories,4,0.18691688781012075,0.18737005825318442,2.891671117713517,4.014312251529037,1.1226411338155202
norm_heart+heart_rate+height+steps,4,0.18788889415302035,0.31612039935564135,2.8906991113706173,3.88556191042658,0.9948627990559626
entropy_steps+calories+distance,3,0.18796026042265593,0.24220467989644523,2.8906277451009816,3.959477629885776,1.0688498847847945
entropy_heart+resting_heart+calories+distance,4,0.1885314547794413,0.35386726843293437,2.890056550744196,3.847815041349287,0.9577584906050909
heart_rate+resting_heart+calories,3,0.1890432766448236,0.17971872739574277,2.8895447288788136,4.021963582386478,1.1324188535076645
entropy_heart+heart_rate+resting_heart+distance,4,0.19040857760099322,0.3552817622469061,2.888179427922644,3.846400547535315,0.9582211196126709
sd_norm_heart+entropy_steps+heart_rate+height,4,0.1913127829987411,0.08323502217243221,2.887275222524896,4.118447287609789,1.231172065084893
entropy_heart+sd_norm_heart+weight+calories,4,0.19135707661287335,0.06382672807890555,2.887230928910764,4.137855581703316,1.2506246527925517
norm_heart+heart_rate+steps,3,0.19202236527627342,0.30927176961948866,2.886565640247364,3.8924105401627322,1.0058448999153682
norm_heart+heart_rate+steps+age,4,0.192809897810619,0.3346146494308525,2.8857781077130182,3.8670676603513687,0.9812895526383505
sd_norm_heart+entropy_steps+height+distance,4,0.19377670567463184,0.1018744108064264,2.8848112998490056,4.0998078989757945,1.2149965991267888
intensity_karvonen+sd_norm_heart+steps+calories,4,0.19402734281825662,0.3098350890438559,2.884560662705381,3.891847220738365,1.0072865580329844
norm_heart+steps+calories+distance,4,0.19490765868069437,0.23266105672358353,2.883680346842943,3.9690212530586377,1.085340906215695
norm_heart+sd_norm_heart+steps+calories,4,0.19533078271379029,0.3049356646040481,2.883257222809847,3.896746645178173,1.013489422368326
sd_norm_heart+steps_times_distance+entropy_steps+heart_rate,4,0.19554069565258547,0.4022259578576007,2.883047309871052,3.7994563519246203,0.9164090420535684
entropy_steps+weight+calories+distance,4,0.19624432075928727,0.2521090705225338,2.88234368476435,3.949573239259687,1.067229554495337
heart_rate+resting_heart+weight+calories,4,0.19653965784954103,0.19158849263268418,2.8820483476740963,4.010093817149537,1.1280454694754405
entropy_heart+sd_norm_heart+height+age,4,0.19790018064361392,0.10127035499324816,2.8806878248800234,4.100411954788973,1.2197241299089492
norm_heart+heart_rate+steps+weight,4,0.1982487195802337,0.33933947646213897,2.880339285943404,3.862342833320082,0.9820035473766784
entropy_steps+heart_rate+resting_heart+distance,4,0.19883830694485144,0.3387188857198119,2.879749698578786,3.8629634240624093,0.9832137254836235
norm_heart+age+calories+distance,4,0.1988391840141317,0.1778612319134129,2.879748821509506,4.023821077868808,1.1440722563593022
sd_norm_heart+steps_times_distance+heart_rate+calories,4,0.19891767585802794,0.38210317612310546,2.8796703296656094,3.819579133659116,0.9399088039935064
heart_rate+steps+calories+distance,4,0.19913000805362768,0.22563283653234734,2.8794579974700096,3.9760494732498737,1.096591475779864
norm_heart+sd_norm_heart+age+calories,4,0.20242339784144492,0.2038578716862322,2.8761646076821927,3.997824438095989,1.1216598304137961
norm_heart+heart_rate+height,3,0.20249943633515385,0.23105271756311757,2.8760885691884837,3.9706295922191037,1.09454102303062
entropy_steps+height+calories+distance,4,0.20309666940337767,0.24833055472263377,2.87549133612026,3.9533517550595874,1.0778604189393275
heart_rate+age+calories+distance,4,0.20341354476165102,0.1770820206837193,2.8751744607619862,4.024600289098502,1.1494258283365157
intensity_karvonen+steps_times_distance+heart_rate+steps,4,0.20358427229560777,0.585071671162374,2.87500373322803,3.6166106386198473,0.7416069053918175
entropy_steps+resting_heart+calories+distance,4,0.20400173626098572,0.33745448215123663,2.8745862692626516,3.8642278276309847,0.9896415583683331
intensity_karvonen+sd_norm_heart+age+calories,4,0.20405159745501417,0.20122482791394822,2.8745364080686233,4.000457481868273,1.12592107379965
entropy_heart+heart_rate+resting_heart+calories,4,0.20527011802126502,0.2964518769152387,2.8733178875023726,3.9052304328669822,1.0319125453646096
intensity_karvonen+steps+calories+distance,4,0.20545991346373382,0.2486319560485239,2.8731280920599036,3.953050353733697,1.0799222616737936
entropy_heart+norm_heart+heart_rate+steps,4,0.20548161538986875,0.3628188703112547,2.873106390133769,3.838863439470966,0.9657570493371974
intensity_karvonen+sd_norm_heart+resting_heart+distance,4,0.20650197179828575,0.2265337892756161,2.8720860337253518,3.975148520506605,1.103062486781253
norm_heart+heart_rate+age,3,0.20850105752283182,0.23422561669732472,2.8700869480008055,3.9674566930848965,1.097369745084091
norm_heart+heart_rate,2,0.2086163448339521,0.22680394545175425,2.8699716606896852,3.974878364330467,1.1049067036407818
norm_heart+entropy_steps+heart_rate+steps,4,0.20872203957979824,0.3370223200718741,2.869865965943839,3.864659989710347,0.994794023766508
norm_heart+heart_rate+weight,3,0.2091482076910705,0.23126995109795728,2.869439797832567,3.9704123586842637,1.1009725608516967
sd_norm_heart+entropy_steps+steps+calories,4,0.21000784356035385,0.20015395609016434,2.8685801619632834,4.0015283536920565,1.1329481917287731
norm_heart+heart_rate+weight+age,4,0.21025867986355068,0.23895726539259485,2.8683293256600866,3.9627250443896265,1.09439571872954
sd_norm_heart+entropy_steps+resting_heart+distance,4,0.21030972271676202,0.19264518722354354,2.8682782828068754,4.009037122558677,1.1407588397518018
norm_heart+sd_norm_heart+height+calories,4,0.2105211029679671,0.18815124697635782,2.8680669025556704,4.013531062805863,1.1454641602501927
norm_heart+sd_norm_heart+calories,3,0.2109225831862595,0.18485166963399402,2.867665422337378,4.016830640148227,1.1491652178108493
intensity_karvonen+age+calories+distance,4,0.21124178711697944,0.18314718369755137,2.867346218406658,4.01853512608467,1.1511889076780117
intensity_karvonen+sd_norm_heart+height+calories,4,0.21124505850727263,0.18484982436763875,2.8673429470163647,4.016832485414582,1.1494895383982175
norm_heart+sd_norm_heart+resting_heart+distance,4,0.21167429630130097,0.2384038370882,2.8669137092223362,3.963278472694021,1.0963647634716849
norm_heart+steps_times_distance+heart_rate+height,4,0.21182298249159567,0.33068200922366187,2.8667650230320416,3.8710003005585594,1.0042352775265178
norm_heart+calories+distance,3,0.21214110629165972,0.1601950785326508,2.8664468992319776,4.041487231249571,1.175040332017593
norm_heart+height+calories+distance,4,0.21235447681803193,0.16408864420331887,2.8662335287056053,4.037593665578902,1.171360136873297
intensity_karvonen+sd_norm_heart+calories,3,0.21280614567140424,0.1805788549053194,2.865781859852233,4.021103454876902,1.1553215950246685
heart_rate+height+calories+distance,4,0.21444822276680237,0.17091709885948153,2.864139782756835,4.030765210922739,1.1666254281659043
entropy_heart+norm_heart+heart_rate+height,4,0.21555417029597454,0.2677476704919661,2.8630338352276627,3.933934639290255,1.0709008040625925
heart_rate+calories+distance,3,0.21744565813835176,0.16456472653667803,2.8611423473852855,4.037117583245543,1.1759752358602573
norm_heart+sd_norm_heart+weight+calories,4,0.21745355902244912,0.20410269590638566,2.8611344465011883,3.9975796138758355,1.1364451673746472
norm_heart+steps_times_distance+heart_rate+age,4,0.21777357067655773,0.3578935911448719,2.8608144348470796,3.843788718637349,0.9829742837902695
norm_heart+steps_times_distance+heart_rate,3,0.21793988160414374,0.32614257649308226,2.8606481239194936,3.875539733289139,1.0148916093696454
intensity_karvonen+sd_norm_heart+height+age,4,0.21836577732030926,0.26913883120303905,2.860222228203328,3.932543478579182,1.072321250375854
norm_heart+steps_times_distance+heart_rate+weight,4,0.21851020578339903,0.3609302691623442,2.8600777997402385,3.840752040619877,0.9806742408796385
intensity_karvonen+sd_norm_heart+weight+calories,4,0.21927332782407843,0.1998354894426666,2.859314677699559,4.001846820339555,1.142532142639996
entropy_heart+norm_heart+heart_rate,3,0.21960868758139704,0.26324290421062224,2.8589793179422403,3.9384394055715988,1.0794600876293585
entropy_heart+norm_heart+heart_rate+age,4,0.2196783321075739,0.2790674477423346,2.8589096734160635,3.9226148620398864,1.063705188623823
norm_heart+weight+calories+distance,4,0.2202818685373078,0.17300226698245183,2.8583061369863296,4.0286800427997695,1.17037390581344
entropy_heart+norm_heart+heart_rate+weight,4,0.22109059806828385,0.2678196783792719,2.8574974074553534,3.933862631402949,1.0763652239475956
entropy_heart+norm_heart+calories+distance,4,0.22112015189605644,0.27767376707031083,2.857467853627581,3.9240085427119102,1.0665406890843294
sd_norm_heart+entropy_steps+age+calories,4,0.22118529227099748,0.07953236033934097,2.85740271325264,4.12214994944288,1.26474723619024
entropy_heart+heart_rate+calories+distance,4,0.22131324614423298,0.29611812714330876,2.8572747593794046,3.9055641826389125,1.048289423259508
norm_heart+sd_norm_heart+height+age,4,0.22144173117300536,0.27172624737874923,2.857146274350632,3.929956062403472,1.0728097880528398
entropy_heart+intensity_karvonen+sd_norm_heart+steps,4,0.22324093659863192,0.35566093714400937,2.8553470689250053,3.8460213726382118,0.9906743037132064
intensity_karvonen+height+calories+distance,4,0.22414735192144913,0.16602331218150929,2.8544406536021882,4.035658997600712,1.1812183439985238
norm_heart+heart_rate+steps+distance,4,0.22487653528121887,0.3143748779845198,2.8537114702424184,3.8873074317977014,1.033595961555283
intensity_karvonen+calories+distance,3,0.22529481276292757,0.16124533212685613,2.85329319276071,4.040436977655365,1.1871437848946553
heart_rate+weight+calories+distance,4,0.22549359078309733,0.17393618821939855,2.85309441474054,4.0277461215628225,1.1746517068222824
entropy_steps+heart_rate+resting_heart+calories,4,0.22600381793761348,0.3104520517162383,2.852584187586024,3.891230258065983,1.0386460704799592
entropy_heart+sd_norm_heart+resting_heart+calories,4,0.22602839569021665,0.13896821484987357,2.852559609833421,4.062714094932348,1.210154485098927
sd_norm_heart+entropy_steps+calories,3,0.226231315082226,0.05673002241099911,2.8523566904414115,4.144952287371222,1.2925955969298104
norm_heart+entropy_steps+heart_rate,3,0.22704778695517586,0.2367241341272773,2.8515402185684615,3.9649581756549437,1.1134179570864822
norm_heart+entropy_steps+heart_rate+weight,4,0.22795644221295108,0.24641136561257462,2.8506315633106865,3.9552709441696465,1.10463938085896
sd_norm_heart+entropy_steps+heart_rate+distance,4,0.22857543281895887,0.16417725297886454,2.850012572704679,4.037505056803356,1.1874924840986774
heart_rate+height+resting_heart+age,4,0.2287167783779932,0.2307732853265868,2.8498712271456443,3.970909024455634,1.1210377973099899
entropy_heart+norm_heart+steps_times_distance+heart_rate,4,0.22949238690881266,0.5025935397030904,2.849095618614825,3.699088770079131,0.849993151464306
norm_heart+entropy_steps+heart_rate+age,4,0.22961972641768064,0.24676311187605451,2.8489682791059567,3.9549191979061664,1.1059509188002097
entropy_heart+intensity_karvonen+sd_norm_heart+age,4,0.2310472615441953,0.23344194440081606,2.847540743979442,3.968240365381405,1.1206996214019629
entropy_heart+norm_heart+sd_norm_heart+steps,4,0.2310636833964424,0.3461635929374611,2.847524322127195,3.85551871684476,1.007994394717565
